"Submit_team";"iGEM_ID";"type"
"2015_SYSU_CHINA";"BBa_K1641058";"composite"
"2015_SYSU_CHINA";"BBa_K1641200";"composite"
"2015_SYSU_CHINA";"BBa_K1641208";"composite"
"2015_SYSU_CHINA";"BBa_K1641213";"composite"
"2015_SYSU_CHINA";"BBa_K1641214";"composite"
"2015_SYSU_CHINA";"BBa_K1641215";"composite"
"2015_SYSU_CHINA";"BBa_K1641216";"composite"
"2015_SYSU_CHINA";"BBa_K1641225";"composite"
"2015_SYSU_CHINA";"BBa_K1641000";"coding"
"2015_SYSU_CHINA";"BBa_K1641001";"coding"
"2015_SYSU_CHINA";"BBa_K1641002";"coding"
"2015_SYSU_CHINA";"BBa_K1641003";"coding"
"2015_SYSU_CHINA";"BBa_K1641209";"coding"
"2015_SYSU_CHINA";"BBa_K1641210";"coding"
"2015_SYSU_CHINA";"BBa_K1641211";"coding"
"2015_SYSU_CHINA";"BBa_K1641217";"coding"
"2015_SYSU_CHINA";"BBa_K1641222";"coding"
"2015_SYSU_CHINA";"BBa_K1641223";"coding"
"2015_SYSU_CHINA";"BBa_K1641224";"coding"
"2015_SYSU_CHINA";"BBa_K1641900";"coding"
"2015_SYSU_CHINA";"BBa_K1641901";"coding"
"2016_Stockholm";"BBa_K2144000";"coding"
"2016_Stockholm";"BBa_K2144001";"coding"
"2016_Stockholm";"BBa_K2144002";"coding"
"2016_Stockholm";"BBa_K2144003";"coding"
"2016_Stockholm";"BBa_K2144005";"coding"
"2016_Stockholm";"BBa_K2144006";"coding"
"2016_Stockholm";"BBa_K2144007";"coding"
"2016_Stockholm";"BBa_K2144008";"coding"
"2016_Stockholm";"BBa_K2144010";"coding"
"2016_Stockholm";"BBa_K2144011";"coding"
"2016_Stockholm";"BBa_K2144012";"coding"
"2016_Stockholm";"BBa_K2144100";"coding"
"2014_Pitt";"BBa_K1548000";"Regulatory"
"2014_Pitt";"BBa_K1548001";"Regulatory"
"2003_Antiquity";"BBa_I5210";"composite"
"2003_Antiquity";"BBa_I5220";"composite"
"2003_Antiquity";"BBa_I5230";"composite"
"2003_Antiquity";"BBa_I5310";"composite"
"2003_Antiquity";"BBa_I5320";"composite"
"2003_Antiquity";"BBa_I5410";"composite"
"2003_Antiquity";"BBa_I5510";"composite"
"2003_Antiquity";"BBa_I0500";"Regulatory"
"2003_Antiquity";"BBa_R0010";"Regulatory"
"2003_Antiquity";"BBa_R0011";"Regulatory"
"2003_Antiquity";"BBa_R0040";"Regulatory"
"2003_Antiquity";"BBa_R0051";"Regulatory"
"2003_Antiquity";"BBa_R0053";"Regulatory"
"2003_Antiquity";"BBa_R0052";"Regulatory"
"2003_Antiquity";"BBa_R0062";"Regulatory"
"2003_Antiquity";"BBa_R0063";"Regulatory"
"2003_Antiquity";"BBa_R0065";"Regulatory"
"2003_Antiquity";"BBa_R1050";"Regulatory"
"2003_Antiquity";"BBa_R1051";"Regulatory"
"2003_Antiquity";"BBa_R1062";"Regulatory"
"2003_Antiquity";"BBa_I1010";"Regulatory"
"2003_Antiquity";"BBa_I1051";"Regulatory"
"2003_Antiquity";"BBa_R0050";"Regulatory"
"2003_Antiquity";"BBa_R1052";"Regulatory"
"2003_Antiquity";"BBa_R1053";"Regulatory"
"2003_Antiquity";"BBa_C0012";"coding"
"2003_Antiquity";"BBa_C0040";"coding"
"2003_Antiquity";"BBa_C0050";"coding"
"2003_Antiquity";"BBa_C0051";"coding"
"2003_Antiquity";"BBa_C0052";"coding"
"2003_Antiquity";"BBa_C0053";"coding"
"2003_Antiquity";"BBa_C0060";"coding"
"2003_Antiquity";"BBa_C0061";"coding"
"2003_Antiquity";"BBa_C0062";"coding"
"2003_Antiquity";"BBa_B0030";"rbs"
"2003_Antiquity";"BBa_B0031";"rbs"
"2003_Antiquity";"BBa_B0032";"rbs"
"2003_Antiquity";"BBa_B0033";"rbs"
"2003_Antiquity";"BBa_B0034";"rbs"
"2003_Antiquity";"BBa_B0011";"terminators"
"2003_Antiquity";"BBa_B0014";"terminators"
"2003_Antiquity";"BBa_B0015";"terminators"
"2003_Antiquity";"BBa_B0021";"terminators"
"2003_Antiquity";"BBa_B0024";"terminators"
"2003_Antiquity";"BBa_B0025";"terminators"
"2003_Antiquity";"BBa_B0010";"terminators"
"2003_Antiquity";"BBa_B0012";"terminators"
"2003_Antiquity";"BBa_B0013";"terminators"
"2003_Antiquity";"BBa_B0016";"terminators"
"2003_Antiquity";"BBa_B0023";"terminators"
"2017_FAFU-CHINA";"BBa_K2384006";"composite"
"2017_FAFU-CHINA";"BBa_K2384013";"composite"
"2017_FAFU-CHINA";"BBa_K2384014";"composite"
"2017_FAFU-CHINA";"BBa_K2384015";"composite"
"2017_FAFU-CHINA";"BBa_K2384018";"composite"
"2017_FAFU-CHINA";"BBa_K2384009";"Regulatory"
"2017_FAFU-CHINA";"BBa_K2384010";"Regulatory"
"2012_Austin_Texas";"BBa_K734003";"composite"
"2012_Austin_Texas";"BBa_K734004";"composite"
"2017_CIEI-China";"BBa_K2322001";"coding"
"2017_CIEI-China";"BBa_K2322004";"coding"
"2017_CIEI-China";"BBa_K2322007";"coding"
"2016_Istanbul_Tech";"BBa_K2141001";"coding"
"2016_Istanbul_Tech";"BBa_K2141002";"coding"
"2016_Istanbul_Tech";"BBa_K2141003";"coding"
"2016_BroadRun-Baltimore";"BBa_K2185003";"composite"
"2016_BroadRun-Baltimore";"BBa_K2185005";"composite"
"2016_BroadRun-Baltimore";"BBa_K2185007";"composite"
"2016_BroadRun-Baltimore";"BBa_K2185001";"coding"
"2016_BroadRun-Baltimore";"BBa_K2185002";"coding"
"2016_BroadRun-Baltimore";"BBa_K2185004";"coding"
"2016_BroadRun-Baltimore";"BBa_K2185006";"coding"
"2015_CSU_Fort_Collins";"BBa_K1702002";"composite"
"2015_CSU_Fort_Collins";"BBa_K1702000";"coding"
"2015_CSU_Fort_Collins";"BBa_K1702001";"coding"
"2015_CSU_Fort_Collins";"BBa_K1702004";"coding"
"2015_CSU_Fort_Collins";"BBa_K1702005";"coding"
"2014_Shenzhen_SFLS";"BBa_K1260003";"composite"
"2014_Shenzhen_SFLS";"BBa_K1260004";"composite"
"2014_Shenzhen_SFLS";"BBa_K1260006";"composite"
"2014_Shenzhen_SFLS";"BBa_K1260007";"composite"
"2014_Shenzhen_SFLS";"BBa_K1260009";"composite"
"2014_Shenzhen_SFLS";"BBa_K1260009";"composite"
"2014_Shenzhen_SFLS";"BBa_K1260010";"composite"
"2014_Shenzhen_SFLS";"BBa_K1260000";"coding"
"2014_Shenzhen_SFLS";"BBa_K1260001";"coding"
"2014_Shenzhen_SFLS";"BBa_K1260002";"coding"
"2016_Duke";"BBa_K1880000";"coding"
"2016_Duke";"BBa_K1880001";"coding"
"2016_Duke";"BBa_K1880002";"coding"
"2007_Haseloff Lab";"BBa_J69504";"composite"
"2007_Haseloff Lab";"BBa_J69001";"composite"
"2007_Haseloff Lab";"BBa_J69002";"composite"
"2007_Haseloff Lab";"BBa_J69003";"composite"
"2007_Haseloff Lab";"BBa_J69004";"composite"
"2007_Haseloff Lab";"BBa_J69005";"composite"
"2007_Haseloff Lab";"BBa_J69006";"composite"
"2007_Haseloff Lab";"BBa_J69007";"composite"
"2007_Haseloff Lab";"BBa_J69101";"composite"
"2007_Haseloff Lab";"BBa_J69102";"composite"
"2007_Haseloff Lab";"BBa_J69103";"composite"
"2007_Haseloff Lab";"BBa_J69104";"composite"
"2007_Haseloff Lab";"BBa_J69105";"composite"
"2007_Haseloff Lab";"BBa_J69106";"composite"
"2007_Haseloff Lab";"BBa_J69107";"composite"
"2007_Haseloff Lab";"BBa_J69503";"composite"
"2007_Haseloff Lab";"BBa_J69506";"composite"
"2007_Haseloff Lab";"BBa_J69507";"composite"
"2007_Haseloff Lab";"BBa_J69508";"composite"
"2007_Haseloff Lab";"BBa_J69801";"composite"
"2008_Rice_University";"BBa_K122008";"composite"
"2008_Rice_University";"BBa_K122009";"composite"
"2008_Rice_University";"BBa_K122015";"composite"
"2008_Rice_University";"BBa_K122001";"composite"
"2008_Rice_University";"BBa_K122006";"composite"
"2008_Rice_University";"BBa_K122007";"composite"
"2008_Rice_University";"BBa_K122011";"composite"
"2008_Rice_University";"BBa_K122012";"composite"
"2008_Rice_University";"BBa_K122016";"composite"
"2008_Rice_University";"BBa_K122020";"composite"
"2008_Rice_University";"BBa_K122021";"composite"
"2008_Rice_University";"BBa_K122000";"Regulatory"
"2008_Rice_University";"BBa_K122002";"Regulatory"
"2008_Rice_University";"BBa_K122010";"coding"
"2008_Rice_University";"BBa_K122005";"coding"
"2008_Rice_University";"BBa_K122013";"terminators"
"2007_Mexico";"BBa_I762000";"coding"
"2017_UiOslo_Norway";"BBa_K2424002";"composite"
"2017_UiOslo_Norway";"BBa_K2424000";"Regulatory"
"2017_UiOslo_Norway";"BBa_K2424001";"coding"
"2008_Davidson";"BBa_K09100";"composite"
"2008_Davidson";"BBa_J31020";"Regulatory"
"2008_Davidson";"BBa_J31022";"Regulatory"
"2015_NTU-Singapore";"BBa_K1676077";"composite"
"2015_NTU-Singapore";"BBa_K1676078";"composite"
"2015_NTU-Singapore";"BBa_K1676079";"composite"
"2015_NTU-Singapore";"BBa_K1676080";"composite"
"2015_NTU-Singapore";"BBa_K1676081";"composite"
"2015_NTU-Singapore";"BBa_K1676082";"composite"
"2015_NTU-Singapore";"BBa_K1676083";"composite"
"2015_NTU-Singapore";"BBa_K1676084";"composite"
"2015_NTU-Singapore";"BBa_K1676085";"composite"
"2015_NTU-Singapore";"BBa_K1676086";"composite"
"2015_NTU-Singapore";"BBa_K1676087";"composite"
"2015_NTU-Singapore";"BBa_K1676088";"composite"
"2015_NTU-Singapore";"BBa_K1676089";"composite"
"2015_NTU-Singapore";"BBa_K1676090";"composite"
"2015_NTU-Singapore";"BBa_K1676091";"composite"
"2015_NTU-Singapore";"BBa_K1676092";"composite"
"2015_NTU-Singapore";"BBa_K1676093";"composite"
"2015_NTU-Singapore";"BBa_K1676094";"composite"
"2015_NTU-Singapore";"BBa_K1676095";"composite"
"2015_NTU-Singapore";"BBa_K1676096";"composite"
"2015_NTU-Singapore";"BBa_K1676098";"composite"
"2015_NTU-Singapore";"BBa_K1676099";"composite"
"2015_NTU-Singapore";"BBa_K1676076";"coding"
"2015_NTU-Singapore";"BBa_K1676097";"coding"
"2015_NTU-Singapore";"BBa_K1676101";"coding"
"2015_NTU-Singapore";"BBa_K1676102";"coding"
"2015_NTU-Singapore";"BBa_K1676103";"coding"
"2015_NTU-Singapore";"BBa_K1676104";"coding"
"2015_NTU-Singapore";"BBa_K1676105";"coding"
"2015_NTU-Singapore";"BBa_K1676106";"coding"
"2015_NTU-Singapore";"BBa_K1676107";"coding"
"2015_NTU-Singapore";"BBa_K1676108";"coding"
"2015_NTU-Singapore";"BBa_K1676109";"coding"
"2015_NTU-Singapore";"BBa_K1676110";"coding"
"2015_NTU-Singapore";"BBa_K1676111";"coding"
"2015_NTU-Singapore";"BBa_K1676112";"coding"
"2015_NTU-Singapore";"BBa_K1676113";"coding"
"2015_NTU-Singapore";"BBa_K1676114";"coding"
"2015_NTU-Singapore";"BBa_K1676115";"coding"
"2015_NTU-Singapore";"BBa_K1676116";"coding"
"2015_NTU-Singapore";"BBa_K1676117";"coding"
"2015_NTU-Singapore";"BBa_K1676118";"coding"
"2015_NTU-Singapore";"BBa_K1676119";"coding"
"2015_NTU-Singapore";"BBa_K1676120";"coding"
"2015_NTU-Singapore";"BBa_K1676121";"coding"
"2015_NTU-Singapore";"BBa_K1676122";"coding"
"2015_NTU-Singapore";"BBa_K1676123";"coding"
"2012_Eckdahl_Lab";"BBa_J119038";"composite"
"2012_Eckdahl_Lab";"BBa_J119039";"composite"
"2012_Eckdahl_Lab";"BBa_J119088";"composite"
"2012_Eckdahl_Lab";"BBa_J119125";"composite"
"2012_Eckdahl_Lab";"BBa_J119126";"composite"
"2012_Eckdahl_Lab";"BBa_J119123";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119124";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119052";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119115";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119116";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119117";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119118";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119119";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119120";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119121";"Regulatory"
"2012_Eckdahl_Lab";"BBa_J119040";"coding"
"2012_Eckdahl_Lab";"BBa_J119041";"coding"
"2012_Eckdahl_Lab";"BBa_J119042";"coding"
"2012_Eckdahl_Lab";"BBa_J119055";"coding"
"2012_Eckdahl_Lab";"BBa_J119056";"coding"
"2012_Eckdahl_Lab";"BBa_J119057";"coding"
"2012_Eckdahl_Lab";"BBa_J119058";"coding"
"2012_Eckdahl_Lab";"BBa_J119059";"coding"
"2012_Eckdahl_Lab";"BBa_J119060";"coding"
"2016_IMPACT";"BBa_K2180004";"composite"
"2016_IMPACT";"BBa_K2180013";"composite"
"2016_IMPACT";"BBa_K2180014";"composite"
"2016_IMPACT";"BBa_K2180015";"composite"
"2016_IMPACT";"BBa_K2180016";"composite"
"2016_IMPACT";"BBa_K2180017";"composite"
"2016_IMPACT";"BBa_K2180018";"composite"
"2016_IMPACT";"BBa_K2180001";"Regulatory"
"2016_IMPACT";"BBa_K2180002";"Regulatory"
"2016_IMPACT";"BBa_K2180003";"Regulatory"
"2016_IMPACT";"BBa_K2180006";"Regulatory"
"2016_IMPACT";"BBa_K2180007";"Regulatory"
"2016_IMPACT";"BBa_K2180010";"Regulatory"
"2016_IMPACT";"BBa_K2180011";"Regulatory"
"2016_IMPACT";"BBa_K2180005";"coding"
"2016_IMPACT";"BBa_K2180009";"coding"
"2016_IMPACT";"BBa_K2180012";"coding"
"2014_uchicago_IGSB";"BBa_K1500006";"composite"
"2014_uchicago_IGSB";"BBa_K1500999";"Regulatory"
"2014_uchicago_IGSB";"BBa_K1500011";"coding"
"2014_uchicago_IGSB";"BBa_K1500992";"coding"
"2014_uchicago_IGSB";"BBa_K1500993";"coding"
"2014_uchicago_IGSB";"BBa_K1500994";"coding"
"2014_uchicago_IGSB";"BBa_K1500995";"coding"
"2014_uchicago_IGSB";"BBa_K1500996";"coding"
"2014_uchicago_IGSB";"BBa_K1500997";"coding"
"2014_uchicago_IGSB";"BBa_K1500998";"coding"
"2013_MIT BE 20.20-S13";"BBa_M41006";"composite"
"2013_MIT BE 20.20-S13";"BBa_M41002";"Regulatory"
"2013_MIT BE 20.20-S13";"BBa_M41003";"Regulatory"
"2013_MIT BE 20.20-S13";"BBa_M41005";"Regulatory"
"2013_MIT BE 20.20-S13";"BBa_M41000";"coding"
"2013_MIT BE 20.20-S13";"BBa_M41001";"coding"
"2013_MIT BE 20.20-S13";"BBa_M41004";"coding"
"2013_MIT BE 20.20-S13";"BBa_M41009";"coding"
"2013_MIT BE 20.20-S13";"BBa_M41017";"coding"
"2014_CIDEB-UANL_Mexico";"BBa_K1255002";"composite"
"2014_CIDEB-UANL_Mexico";"BBa_K1255003";"composite"
"2014_CIDEB-UANL_Mexico";"BBa_K1255000";"coding"
"2014_CIDEB-UANL_Mexico";"BBa_K1255001";"coding"
"2010_Stanford";"BBa_K353004";"composite"
"2010_Stanford";"BBa_K353002";"composite"
"2010_Stanford";"BBa_K353003";"composite"
"2010_Stanford";"BBa_K353009";"composite"
"2010_Stanford";"BBa_K353008";"Regulatory"
"2010_Stanford";"BBa_K353000";"coding"
"2010_Stanford";"BBa_K353001";"coding"
"2010_Stanford";"BBa_K353005";"coding"
"2010_Stanford";"BBa_K353006";"coding"
"2010_Stanford";"BBa_K353007";"coding"
"2006_Harvard";"BBa_J36335";"composite"
"2006_Harvard";"BBa_J36846";"composite"
"2006_Harvard";"BBa_J36336";"composite"
"2006_Harvard";"BBa_J36831";"composite"
"2006_Harvard";"BBa_J36832";"composite"
"2006_Harvard";"BBa_J36834";"composite"
"2006_Harvard";"BBa_J36838";"composite"
"2006_Harvard";"BBa_J36839";"composite"
"2006_Harvard";"BBa_J36844";"composite"
"2006_Harvard";"BBa_J36845";"composite"
"2006_Harvard";"BBa_J36847";"composite"
"2006_Harvard";"BBa_J36937";"composite"
"2006_Harvard";"BBa_J36801";"coding"
"2006_Harvard";"BBa_J36802";"coding"
"2006_Harvard";"BBa_J36804";"coding"
"2006_Harvard";"BBa_J36835";"coding"
"2006_Harvard";"BBa_J36836";"coding"
"2006_Harvard";"BBa_J36837";"coding"
"2006_Harvard";"BBa_J36840";"coding"
"2006_Harvard";"BBa_J36841";"coding"
"2006_Harvard";"BBa_J36842";"coding"
"2006_Harvard";"BBa_J36843";"coding"
"2013_Korea_U_Seoul";"BBa_K1146000";"coding"
"2013_Korea_U_Seoul";"BBa_K1146001";"coding"
"2013_Korea_U_Seoul";"BBa_K1146002";"coding"
"2013_Korea_U_Seoul";"BBa_K1146003";"coding"
"2016_Technion_Israel";"BBa_K1992004";"composite"
"2016_Technion_Israel";"BBa_K1992005";"composite"
"2016_Technion_Israel";"BBa_K1992006";"composite"
"2016_Technion_Israel";"BBa_K1992007";"composite"
"2016_Technion_Israel";"BBa_K1992008";"composite"
"2016_Technion_Israel";"BBa_K1992009";"composite"
"2016_Technion_Israel";"BBa_K1992010";"composite"
"2016_Technion_Israel";"BBa_K1992011";"composite"
"2016_Technion_Israel";"BBa_K1992001";"coding"
"2016_Technion_Israel";"BBa_K1992002";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771102";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771103";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771105";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771107";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771109";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771111";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771301";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771303";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771101";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771104";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771106";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771108";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771112";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771113";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771114";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771302";"coding"
"2012_SJTU-BioX-Shanghai";"BBa_K771304";"coding"
"2007_Registry";"BBa_C52934";"coding"
"2007_Registry";"BBa_Z52934";"coding"
"2009_VictoriaBC";"BBa_K235000";"composite"
"2009_VictoriaBC";"BBa_K235001";"composite"
"2009_VictoriaBC";"BBa_K235030";"Regulatory"
"2009_VictoriaBC";"BBa_K235033";"Regulatory"
"2013_Waterloo";"BBa_K1039007";"composite"
"2013_Waterloo";"BBa_K1039014";"composite"
"2013_Waterloo";"BBa_K1039021";"composite"
"2013_Waterloo";"BBa_K1039003";"coding"
"2013_Waterloo";"BBa_K1039006";"coding"
"2013_Waterloo";"BBa_K1039008";"coding"
"2013_Waterloo";"BBa_K1039012";"coding"
"2013_Waterloo";"BBa_K1039013";"coding"
"2013_Waterloo";"BBa_K1039018";"coding"
"2013_Waterloo";"BBa_K1039004";"coding"
"2013_Waterloo";"BBa_K1039009";"coding"
"2013_Waterloo";"BBa_K1039010";"coding"
"2013_Waterloo";"BBa_K1039022";"coding"
"2013_Waterloo";"BBa_K1039023";"coding"
"2013_Waterloo";"BBa_K1039024";"coding"
"2013_Waterloo";"BBa_K1039029";"coding"
"2013_Waterloo";"BBa_K1039030";"coding"
"2014_Greensboro_Aggies";"BBa_K1426000";"composite"
"2014_Greensboro_Aggies";"BBa_K1426001";"composite"
"2009_Edinburgh";"BBa_K216012";"composite"
"2009_Edinburgh";"BBa_K216013";"composite"
"2009_Edinburgh";"BBa_K216005";"Regulatory"
"2009_Edinburgh";"BBa_K216000";"coding"
"2016_ColumbiaU_NYC";"BBa_K2062000";"Regulatory"
"2016_ColumbiaU_NYC";"BBa_K2062001";"Regulatory"
"2016_ColumbiaU_NYC";"BBa_K2062002";"Regulatory"
"2016_ColumbiaU_NYC";"BBa_K2062003";"Regulatory"
"2016_ColumbiaU_NYC";"BBa_K2062004";"Regulatory"
"2016_ColumbiaU_NYC";"BBa_K2062005";"coding"
"2016_ColumbiaU_NYC";"BBa_K2062006";"coding"
"2017_Gifu";"BBa_K2438002";"coding"
"2017_Gifu";"BBa_K2438003";"coding"
"2017_Gifu";"BBa_K2438004";"coding"
"2017_Gifu";"BBa_K2438005";"coding"
"2011_SJTU-BioX-Shanghai";"BBa_K567001";"composite"
"2013_Purdue";"BBa_K1225000";"Regulatory"
"2012_Registry";"BBa_T4000";"coding"
"2016_UT-Knoxville";"BBa_K1966000";"coding"
"2016_UT-Knoxville";"BBa_K1966001";"coding"
"2016_UT-Knoxville";"BBa_K1966003";"coding"
"2016_Imperial_College";"BBa_K1893000";"composite"
"2016_Imperial_College";"BBa_K1893001";"composite"
"2016_Imperial_College";"BBa_K1893002";"composite"
"2016_Imperial_College";"BBa_K1893003";"composite"
"2016_Imperial_College";"BBa_K1893004";"composite"
"2016_Imperial_College";"BBa_K1893005";"composite"
"2016_Imperial_College";"BBa_K1893006";"composite"
"2016_Imperial_College";"BBa_K1893007";"composite"
"2016_Imperial_College";"BBa_K1893008";"composite"
"2016_Imperial_College";"BBa_K1893009";"composite"
"2016_Imperial_College";"BBa_K1893010";"composite"
"2016_Imperial_College";"BBa_K1893011";"composite"
"2016_Imperial_College";"BBa_K1893012";"composite"
"2016_Imperial_College";"BBa_K1893016";"composite"
"2016_Imperial_College";"BBa_K1893017";"composite"
"2016_Imperial_College";"BBa_K1893018";"composite"
"2016_Imperial_College";"BBa_K1893020";"composite"
"2016_Imperial_College";"BBa_K1893021";"composite"
"2016_Imperial_College";"BBa_K1893022";"composite"
"2016_Imperial_College";"BBa_K1893023";"composite"
"2016_Imperial_College";"BBa_K1893015";"Regulatory"
"2016_Imperial_College";"BBa_K1893029";"Regulatory"
"2016_Imperial_College";"BBa_K1893030";"Regulatory"
"2016_Imperial_College";"BBa_K1893028";"coding"
"2016_Imperial_College";"BBa_K1893032";"coding"
"2010_Weiss Lab";"BBa_J85130";"composite"
"2010_Weiss Lab";"BBa_J85104";"composite"
"2010_Weiss Lab";"BBa_J85105";"composite"
"2010_Weiss Lab";"BBa_J85106";"composite"
"2010_Weiss Lab";"BBa_J85107";"composite"
"2010_Weiss Lab";"BBa_J85108";"composite"
"2010_Weiss Lab";"BBa_J85114";"composite"
"2010_Weiss Lab";"BBa_J85115";"composite"
"2010_Weiss Lab";"BBa_J85116";"composite"
"2010_Weiss Lab";"BBa_J85117";"composite"
"2010_Weiss Lab";"BBa_J85119";"composite"
"2010_Weiss Lab";"BBa_J85120";"composite"
"2010_Weiss Lab";"BBa_J85121";"composite"
"2010_Weiss Lab";"BBa_J85122";"composite"
"2010_Weiss Lab";"BBa_J85123";"composite"
"2010_Weiss Lab";"BBa_J85124";"composite"
"2010_Weiss Lab";"BBa_J85126";"composite"
"2010_Weiss Lab";"BBa_J85127";"composite"
"2010_Weiss Lab";"BBa_J85128";"composite"
"2010_Weiss Lab";"BBa_J85131";"composite"
"2010_Weiss Lab";"BBa_J85222";"composite"
"2010_Weiss Lab";"BBa_J85125";"coding"
"2014_Auckland_New_Zealand";"BBa_K1530000";"coding"
"2014_Auckland_New_Zealand";"BBa_K1530001";"coding"
"2017_William_and_Mary";"BBa_K2333401";"composite"
"2017_William_and_Mary";"BBa_K2333402";"composite"
"2017_William_and_Mary";"BBa_K2333403";"composite"
"2017_William_and_Mary";"BBa_K2333404";"composite"
"2017_William_and_Mary";"BBa_K2333405";"composite"
"2017_William_and_Mary";"BBa_K2333406";"composite"
"2017_William_and_Mary";"BBa_K2333007";"coding"
"2017_William_and_Mary";"BBa_K2333009";"coding"
"2017_William_and_Mary";"BBa_K2333011";"coding"
"2017_William_and_Mary";"BBa_K2333013";"coding"
"2017_William_and_Mary";"BBa_K2333440";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607000";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607001";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607002";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607003";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607004";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607005";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607006";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607007";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607008";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607009";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607010";"coding"
"2015_Shenzhen_SFLS";"BBa_K1607011";"coding"
"2013_USP-Brazil";"BBa_K1078000";"Regulatory"
"2012_Groningen";"BBa_K818400";"composite"
"2012_Groningen";"BBa_K818600";"composite"
"2012_Groningen";"BBa_K818100";"Regulatory"
"2012_Groningen";"BBa_K818200";"Regulatory"
"2012_Groningen";"BBa_K818300";"Regulatory"
"2012_Groningen";"BBa_K818210";"coding"
"2012_Groningen";"BBa_K818310";"coding"
"2012_Groningen";"BBa_K818500";"coding"
"2012_Goettingen";"BBa_K777001";"composite"
"2012_Goettingen";"BBa_K777002";"composite"
"2012_Goettingen";"BBa_K777007";"composite"
"2012_Goettingen";"BBa_K777101";"composite"
"2012_Goettingen";"BBa_K777103";"composite"
"2012_Goettingen";"BBa_K777104";"composite"
"2012_Goettingen";"BBa_K777105";"composite"
"2012_Goettingen";"BBa_K777106";"composite"
"2012_Goettingen";"BBa_K777107";"composite"
"2012_Goettingen";"BBa_K777108";"composite"
"2012_Goettingen";"BBa_K777003";"composite"
"2012_Goettingen";"BBa_K777004";"composite"
"2012_Goettingen";"BBa_K777005";"composite"
"2012_Goettingen";"BBa_K777006";"composite"
"2012_Goettingen";"BBa_K777008";"composite"
"2012_Goettingen";"BBa_K777102";"composite"
"2012_Goettingen";"BBa_K777110";"composite"
"2012_Goettingen";"BBa_K777111";"composite"
"2012_Goettingen";"BBa_K777112";"composite"
"2012_Goettingen";"BBa_K777114";"composite"
"2012_Goettingen";"BBa_K777115";"composite"
"2012_Goettingen";"BBa_K777116";"composite"
"2012_Goettingen";"BBa_K777118";"composite"
"2012_Goettingen";"BBa_K777119";"composite"
"2012_Goettingen";"BBa_K777120";"composite"
"2012_Goettingen";"BBa_K777122";"composite"
"2012_Goettingen";"BBa_K777123";"composite"
"2012_Goettingen";"BBa_K777124";"composite"
"2012_Goettingen";"BBa_K777125";"composite"
"2012_Goettingen";"BBa_K777126";"composite"
"2012_Goettingen";"BBa_K777127";"composite"
"2012_Goettingen";"BBa_K777128";"composite"
"2012_Goettingen";"BBa_K777129";"composite"
"2012_Goettingen";"BBa_K777130";"composite"
"2012_Goettingen";"BBa_K777131";"composite"
"2012_Goettingen";"BBa_K777132";"composite"
"2012_Goettingen";"BBa_K777121";"coding"
"2012_Goettingen";"BBa_K777100";"coding"
"2012_Goettingen";"BBa_K777113";"coding"
"2012_Goettingen";"BBa_K777117";"coding"
"2012_Goettingen";"BBa_K777000";"coding"
"2012_Goettingen";"BBa_K777109";"coding"
"2017_Austin_UTexas_LASA";"BBa_K2458003";"composite"
"2017_Austin_UTexas_LASA";"BBa_K2458007";"composite"
"2017_Austin_UTexas_LASA";"BBa_K2458000";"Regulatory"
